,vol_20_day
2011-04-14 00:00:00,0.09338246534118914
2011-04-15 00:00:00,0.08401012920625414
2011-04-18 00:00:00,0.08401368502985006
2011-04-19 00:00:00,0.07901645256612135
2011-04-20 00:00:00,0.07990976057439651
2011-04-21 00:00:00,0.09186744915129243
2011-04-25 00:00:00,0.0878427323108567
2011-04-26 00:00:00,0.08784027321510757
2011-04-27 00:00:00,0.09096856284179725
2011-04-28 00:00:00,0.09082485871356778
2011-04-29 00:00:00,0.08881389970578092
2011-05-02 00:00:00,0.08834044480724662
2011-05-03 00:00:00,0.08830323720211847
2011-05-04 00:00:00,0.08990313136046367
2011-05-05 00:00:00,0.09379817586217894
2011-05-06 00:00:00,0.09925209475939435
2011-05-09 00:00:00,0.0999585825403983
2011-05-10 00:00:00,0.09964850386774177
2011-05-11 00:00:00,0.10231755831732814
2011-05-12 00:00:00,0.10628064921951053
2011-05-13 00:00:00,0.10693190474354923
2011-05-16 00:00:00,0.11169306676114155
2011-05-17 00:00:00,0.11410379091730297
2011-05-18 00:00:00,0.10553692126795179
2011-05-19 00:00:00,0.10801394125657761
2011-05-20 00:00:00,0.09768869918860078
2011-05-23 00:00:00,0.10065621359428133
2011-05-24 00:00:00,0.1087002787418089
2011-05-25 00:00:00,0.10315296627916788
2011-05-26 00:00:00,0.10063531746143908
2011-05-27 00:00:00,0.1015474391310034
2011-05-31 00:00:00,0.10235641209069084
2011-06-01 00:00:00,0.11011273210541388
2011-06-02 00:00:00,0.13481982564767347
2011-06-03 00:00:00,0.13339976619216384
2011-06-06 00:00:00,0.1341409178751282
2011-06-07 00:00:00,0.13639699838574043
2011-06-08 00:00:00,0.13478643538335644
2011-06-09 00:00:00,0.12884542223933437
2011-06-10 00:00:00,0.13048612310308286
2011-06-13 00:00:00,0.13465518859361983
2011-06-14 00:00:00,0.1339347317000138
2011-06-15 00:00:00,0.14319171510654266
2011-06-16 00:00:00,0.15434290254092495
2011-06-17 00:00:00,0.1496111609208699
2011-06-20 00:00:00,0.14989512903567748
2011-06-21 00:00:00,0.1509104330522811
2011-06-22 00:00:00,0.15613274620607434
2011-06-23 00:00:00,0.15727335401218664
2011-06-24 00:00:00,0.1565654216989792
2011-06-27 00:00:00,0.1590506523969713
2011-06-28 00:00:00,0.1625391280299499
2011-06-29 00:00:00,0.1654234308903051
2011-06-30 00:00:00,0.14968930030686844
2011-07-01 00:00:00,0.15353067814349622
2011-07-05 00:00:00,0.15652289187340274
2011-07-06 00:00:00,0.15013681323789257
2011-07-07 00:00:00,0.14983742573025072
2011-07-08 00:00:00,0.1505222757019444
2011-07-11 00:00:00,0.15346206722272246
2011-07-12 00:00:00,0.15984543120153635
2011-07-13 00:00:00,0.16137167662215798
